race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime
5376,1,2024,Busch Light Clash at The Coliseum,2,0,217,Los Angeles Memorial Coliseum,2024-02-03T20:00:00,2024-02-04T17:00:00,2024-02-03T17:00:00,2024-02-04T20:00:00,37.5,37.75,150,151,0,0,0,23,1361,0.0,7,4,7,7,32.937,1:08:46,.610,0,0,MRN,FS1,3222,,0,,0,-1,,1361,
5383,1,2024,Bluegreen Vacations Duel 1 at DAYTONA,2,1,105,Daytona International Speedway,2024-02-15T19:00:00,2024-02-15T19:00:00,2024-02-15T19:00:00,2024-02-15T19:00:00,150.0,150.0,60,60,0,0,0,21,3859,0.0,15,9,1,4,167.963,0:53:35,0.056,0,0,MRN,FS1,3217,,0,,0,-1,,4065,
5384,1,2024,Bluegreen Vacations Duel 2 at DAYTONA,2,1,105,Daytona International Speedway,2024-02-15T19:00:00,2024-02-15T19:00:00,2024-02-15T20:45:00,2024-02-15T19:00:00,150.0,150.0,60,60,0,0,0,21,3832,0.0,13,9,1,4,161.146,0:55:51,0.113,0,0,MRN,FS1,3218,,0,,0,-1,,4153,
5462,3,2024,Fresh From Florida 250,1,1,105,Daytona International Speedway,2024-02-16T19:30:00,2024-02-16T19:30:00,2024-02-16T00:00:00,2024-02-16T19:30:00,250.0,252.5,100,101,20,20,61,36,4235,178.767,24,12,12,52,98.933,2:33:08,Caution,0,0,MRN,FS1,3020,,0,,0,-1,,4416,
5429,2,2024,United Rentals 300,1,1,105,Daytona International Speedway,2024-02-17T16:00:00,2024-02-19T21:00:00,2024-02-17T00:00:00,2024-02-19T21:00:00,300.0,300.0,120,120,30,30,60,38,4463,181.079,19,14,9,44,108.119,2:46:29,0.591,0,0,MRN,FS1,2131,,0,,0,-1,,4133,
5385,1,2024,DAYTONA 500,1,1,105,Daytona International Speedway,2024-02-18T14:30:00,2024-02-19T16:00:00,2024-02-14T00:00:00,2024-02-19T16:00:00,500.0,500.0,200,200,65,65,70,40,3859,181.947,41,20,5,20,157.178,3:10:52,Caution,0,0,MRN,FOX,385,,0,,0,-1,,4184,
5464,3,2024,Fr8 208,1,1,111,Atlanta Motor Speedway,2024-02-24T14:00:00,2024-02-24T14:00:00,2024-02-23T00:00:00,2024-02-24T14:00:00,207.9,207.9,135,135,30,30,75,33,4451,174.246,20,7,7,37,111.425,1:51:57,0.187,0,0,MRN,FS1,4475,,0,,0,-1,,454,
5433,2,2024,RAPTOR King of Tough 250,1,1,111,Atlanta Motor Speedway,2024-02-24T17:00:00,2024-02-24T17:00:00,2024-02-23T00:00:00,2024-02-24T17:00:00,251.02,260.26,163,169,40,40,89,38,4463,173.935,11,5,4,23,135.474,1:55:16,0.106,0,0,PRN,FS1,2432,,0,,0,-1,,4133,
5389,1,2024,Ambetter Health 400,1,1,111,Atlanta Motor Speedway,2024-02-25T15:00:00,2024-02-25T15:00:00,2024-02-24T00:00:00,2024-02-25T15:00:00,400.4,400.4,260,260,60,100,100,37,3832,178.844,48,14,10,65,115.398,3:28:11,0.003,0,0,PRN,FOX,3335,,0,,0,-1,,4113,
5463,3,2024,Victoria's Voice Foundation 200 presented by Westgate Resorts,1,0,42,Las Vegas Motor Speedway,2024-03-01T21:00:00,2024-03-01T21:00:00,2024-03-01T18:00:00,2024-03-01T21:00:00,201.0,201.0,134,134,30,30,74,32,4422,177.043,19,10,4,19,129.91,1:32:50,0.851,0,0,MRN,FS1,4103,,0,,0,-1,,4422,
