race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,stage_4_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round
5259,1,2023,Busch Light Clash at The Coliseum,2,False,217,Los Angeles Memorial Coliseum,2023-02-05T20:00:00,2023-02-05T20:00:00,2023-02-05T00:00:00,2023-02-05T20:00:00,37.5,37.5,150,150,0,0,0,0,27,40,0.0,4,5,16,16,21.831,1:43:04,.786,0,0,MRN,FOX,3222,True,0
5266,1,2023,Bluegreen Vacations Duel 1 at DAYTONA,2,True,105,Daytona International Speedway,2023-02-16T19:00:00,2023-02-16T19:00:00,2023-02-16T19:00:00,2023-02-16T19:00:00,150.0,150.0,60,60,0,0,0,0,21,4045,0.0,4,3,0,0,187.63,0:47:58,0.018,0,0,MRN,FS1,3217,True,0
5267,1,2023,Bluegreen Vacations Duel 2 at DAYTONA,2,True,105,Daytona International Speedway,2023-02-16T21:00:00,2023-02-16T21:00:00,2023-02-16T20:45:00,2023-02-16T21:00:00,150.0,150.0,60,60,0,0,0,0,21,4030,0.0,15,6,2,9,151.813,0:59:17,0.122,0,0,MRN,FS1,3218,True,0
5268,1,2023,DAYTONA 500,1,True,105,Daytona International Speedway,2023-02-19T14:30:00,2023-02-19T14:30:00,2023-02-19T00:00:00,2023-02-19T14:30:00,500.0,530.0,200,212,65,65,82,0,40,4045,181.686,52,21,8,38,145.283,3:38:53,Caution,0,0,MRN,FOX,385,True,0
5269,1,2023,Pala Casino 400,1,False,38,Auto Club Speedway,2023-02-26T15:30:00,2023-02-26T15:30:00,2023-02-25T00:00:00,2023-02-26T15:30:00,400.0,400.0,200,200,65,65,70,0,36,0,0.0,28,13,8,38,127.603,3:08:05,2.998,0,0,MRN,FOX,5147,True,0
5270,1,2023,Pennzoil 400 presented by Jiffy Lube,1,False,42,Las Vegas Motor Speedway,2023-03-05T15:30:00,2023-03-05T15:30:00,2023-03-05T12:30:00,2023-03-05T15:30:00,400.0,406.5,267,271,80,85,106,0,36,3859,186.053,13,8,4,26,142.98,2:50:35,.622,0,0,PRN,FOX,1824,True,0
5271,1,2023,United Rentals Work United 500,1,False,84,Phoenix Raceway,2023-03-12T15:30:00,2023-03-12T15:30:00,2023-03-11T00:00:00,2023-03-12T15:30:00,312.0,317.0,312,317,60,125,132,0,36,4030,130.237,10,6,5,35,105.491,3:00:18,0.330,0,0,MRN,FOX,2074,True,0
5272,1,2023,Ambetter Health 400,1,True,111,Atlanta Motor Speedway,2023-03-19T15:00:00,2023-03-19T15:00:00,2023-03-18T00:00:00,2023-03-19T15:00:00,400.0,400.4,260,260,60,100,100,0,36,3859,177.374,20,13,5,34,138.8,2:53:05,0.193,0,0,PRN,FOX,3335,True,0
5273,1,2023,EchoPark Automotive Grand Prix,1,False,214,Circuit of The Americas,2023-03-26T15:30:00,2023-03-26T15:30:00,2023-03-25T00:00:00,2023-03-26T15:30:00,231.88,256.95,68,75,15,15,45,0,39,4184,93.882,16,7,8,17,72.886,3:30:32,1.411,0,0,PRN,FOX,5033,True,0
5274,1,2023,Toyota Owners 400,1,False,26,Richmond Raceway,2023-04-02T15:30:00,2023-04-02T15:30:00,2023-04-01T00:00:00,2023-04-02T15:30:00,300.0,300.0,400,400,70,160,170,0,37,0,0.0,22,11,8,54,91.085,3:17:37,1.535,0,0,MRN,FS1,5038,True,0
5280,1,2023,Food City Dirt Race,1,False,216,Bristol Motor Speedway Dirt,2023-04-09T19:00:00,2023-04-09T19:00:00,2023-04-08T00:00:00,2023-04-09T19:00:00,125.5,125.0,250,250,75,75,100,0,37,4030,0.0,4,4,14,73,46.68,2:40:40,Caution,0,0,PRN,FOX,588,True,0
5275,1,2023,NOCO 400,1,False,22,Martinsville Speedway,2023-04-16T15:00:00,2023-04-16T15:00:00,2023-04-16T15:00:00,2023-04-16T15:00:00,210.0,210.4,400,400,80,100,220,0,36,4070,94.78,10,9,5,50,74.005,2:50:35,4.142,0,0,MRN,FS1,12,True,0
5281,1,2023,GEICO 500,1,True,82,Talladega Superspeedway,2023-04-23T15:00:00,2023-04-23T15:00:00,2023-04-23T14:00:00,2023-04-23T15:00:00,500.0,521.36,188,196,60,60,76,0,38,1361,180.751,57,21,8,34,146.575,3:33:25,Caution,0,0,MRN,FOX,957,True,0
5282,1,2023,Würth 400,1,False,103,Dover Motor Speedway,2023-04-30T14:00:00,2023-05-01T12:00:00,2023-04-29T00:00:00,2023-05-01T12:00:00,400.0,400.0,400,400,120,130,150,0,36,0,0.0,19,8,7,46,115.505,3:27:47,.505,0,0,PRN,FS1,922,True,0
5284,1,2023,AdventHealth 400,1,False,41,Kansas Speedway,2023-05-07T15:00:00,2023-05-07T15:00:00,2023-05-06T00:00:00,2023-05-07T15:00:00,400.0,400.5,267,267,80,85,102,0,36,4184,179.206,37,12,11,57,117.564,3:24:24,1.307,0,0,MRN,FS1,3884,True,0
5283,1,2023,Goodyear 400,1,False,4,Darlington Raceway,2023-05-14T15:00:00,2023-05-14T15:00:00,2023-05-13T00:00:00,2023-05-14T15:00:00,400.2,402.97,293,295,90,95,110,0,36,3368,169.409,19,8,8,47,118.88,3:23:23,.781,0,0,MRN,FS1,442,True,0
5285,1,2023,NASCAR All-Star Open,2,False,177,North Wilkesboro Speedway,2023-05-21T17:30:00,2023-05-21T17:30:00,2023-05-21T17:30:00,2023-05-21T17:30:00,62.5,62.5,100,100,0,0,0,0,16,4368,0.0,5,3,3,18,80.128,0:46:48,.571,0,0,MRN,FS1,3690,True,0
5286,1,2023,NASCAR All-Star Race,2,False,177,North Wilkesboro Speedway,2023-05-21T20:00:00,2023-05-21T20:00:00,2023-05-21T20:00:00,2023-05-21T20:00:00,125.0,125.0,200,200,0,0,0,0,24,4113,0.0,3,2,2,13,92.612,1:20:59,4.537,0,0,MRN,FS1,3670,True,0
5287,1,2023,Coca-Cola 600,1,False,162,Charlotte Motor Speedway,2023-05-29T15:00:00,2023-05-29T15:00:00,1900-01-01T00:00:00,2023-05-29T15:00:00,600.0,600.0,400,400,100,100,100,100,40,0,0.0,0,0,0,0,0.0,,,0,0,PRN,FOX,447,False,0
5288,1,2023,Enjoy Illinois 300 presented by TicketSmarter,1,False,45,World Wide Technology Raceway,2023-06-04T15:30:00,2023-06-04T15:30:00,1900-01-01T00:00:00,2023-06-04T15:30:00,300.0,300.0,240,240,45,95,100,0,40,0,0.0,0,0,0,0,0.0,,,0,0,MRN,FS1,5162,False,0
5289,1,2023,Toyota / Save Mart 350,1,False,99,Sonoma Raceway,2023-06-11T15:30:00,2023-06-11T15:30:00,1900-01-01T00:00:00,2023-06-11T15:30:00,218.9,218.9,110,110,25,30,55,0,40,0,0.0,0,0,0,0,0.0,,,0,0,PRN,FOX,5042,False,0
5310,2,2023,Beef. It's What's For Dinner. 300,1,True,105,Daytona International Speedway,2023-02-18T17:00:00,2023-02-18T17:00:00,2023-02-18T17:00:00,2023-02-18T17:00:00,300.0,312.5,120,125,30,30,65,0,38,4133,182.563,25,11,8,32,132.524,2:21:30,Caution,0,0,MRN,FS1,2131,True,0
5311,2,2023,Production Alliance Group 300,1,False,38,Auto Club Speedway,2023-02-25T17:00:00,2023-02-26T20:00:00,2023-02-25T00:00:00,2023-02-26T20:00:00,300.0,300.0,150,150,35,35,80,0,38,0,0.0,23,9,10,41,115.471,2:35:53,0.761,0,0,MRN,FS2,5185,True,0
5312,2,2023,Alsco Uniforms 300,1,False,42,Las Vegas Motor Speedway,2023-03-04T16:30:00,2023-03-04T16:30:00,2023-03-03T00:00:00,2023-03-04T16:30:00,300.0,300.0,200,200,45,45,110,0,38,4312,183.119,14,8,4,22,136.519,2:11:51,0.268,0,0,PRN,FS1,2573,True,0
5313,2,2023,United Rentals 200,1,False,84,Phoenix Raceway,2023-03-11T16:30:00,2023-03-11T16:30:00,2023-03-11T00:00:00,2023-03-11T16:30:00,200.0,200.0,200,200,45,45,110,0,38,4104,129.959,14,8,11,69,82.079,2:26:12,0.641,0,0,MRN,FS1,2837,True,0
