race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,stage_4_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round
5543,1,2025,Cook Out Clash at Bowman Gray,2,False,159,Bowman Gray Stadium,2025-02-02T20:00:00,2025-02-02T20:00:00,2025-02-02T20:00:00,2025-02-02T20:00:00,50.6,50.0,200,200,0,0,0,0,23,4062,0.0,4,3,7,7,40.956,1:13:15,1.333,0,0,MRN,FOX,3222,True,0
5544,1,2025,Duel 1 at DAYTONA,2,True,105,Daytona International Speedway,2025-02-13T19:00:00,2025-02-13T19:00:00,2025-02-13T19:00:00,2025-02-13T19:00:00,150.0,150.0,60,60,0,0,0,0,23,4228,0.0,20,10,4,15,130.909,1:08:45,.082,0,0,MRN,FS1,3217,True,0
5545,1,2025,Duel 2 at DAYTONA,2,True,105,Daytona International Speedway,2025-02-13T20:45:00,2025-02-13T20:45:00,2025-02-13T20:45:00,2025-02-13T20:45:00,150.0,150.0,60,60,0,0,0,0,22,4180,0.0,16,7,2,6,161.628,0:55:41,Under Caution,0,0,MRN,FS1,3218,True,0
5546,1,2025,DAYTONA 500,1,True,105,Daytona International Speedway,2025-02-16T14:30:00,2025-02-16T14:30:00,2025-02-12T00:00:00,2025-02-16T13:30:00,500.0,502.5,200,201,65,65,71,0,41,4228,182.745,56,15,8,47,129.159,3:53:26,.113,0,0,MRN,FOX,385,True,0
5547,1,2025,Ambetter Health 400,1,True,111,Atlanta Motor Speedway,2025-02-23T15:00:00,2025-02-23T15:00:00,2025-02-23T15:00:00,2025-02-23T15:00:00,400.4,409.64,260,266,60,100,106,0,39,4023,179.371,50,15,11,63,118.384,3:27:37,Under Caution,0,0,PRN,FOX,3335,True,0
5551,1,2025,EchoPark Automotive Grand Prix,1,False,214,Circuit of The Americas,2025-03-02T15:30:00,2025-03-02T15:30:00,2025-03-02T14:30:00,2025-03-02T15:30:00,228.0,228.0,95,95,20,25,50,0,37,4065,88.095,20,9,4,15,73.025,3:07:20,0.433,0,0,PRN,FOX,5033,True,0
5549,1,2025,Shriners Children's 500,1,False,84,Phoenix Raceway,2025-03-09T15:30:00,2025-03-09T15:30:00,2025-03-09T12:30:00,2025-03-09T15:30:00,312.0,312.0,312,312,60,125,127,0,37,4184,133.68,17,6,10,73,92.141,3:23:10,.049,0,0,MRN,FS1,2074,True,0
5548,1,2025,Pennzoil 400 presented by Jiffy Lube,1,False,42,Las Vegas Motor Speedway,2025-03-16T15:30:00,2025-03-16T15:30:00,2025-03-16T12:30:00,2025-03-16T15:30:00,400.5,400.5,267,267,80,85,102,0,36,3832,186.961,32,13,9,53,124.368,3:13:13,1.358,0,0,PRN,FS1,1824,True,0
5583,1,2025,Straight Talk Wireless 400,1,False,40,Homestead-Miami Speedway,2025-03-23T15:00:00,2025-03-23T15:00:00,2025-03-23T15:00:00,2025-03-23T15:00:00,400.5,400.5,267,267,80,85,102,0,37,4045,168.845,27,9,4,27,131.876,3:02:13,1.205,0,0,MRN,FS1,1887,True,0
5553,1,2025,Cook Out 400,1,False,22,Martinsville Speedway,2025-03-30T15:00:00,2025-03-30T15:00:00,2025-03-30T15:00:00,2025-03-30T15:00:00,210.4,210.4,400,400,80,100,220,0,38,4153,96.034,9,6,10,86,68.17,3:05:11,4.617,0,0,MRN,FS1,12,True,0
5558,1,2025,Goodyear 400,1,False,4,Darlington Raceway,2025-04-06T15:00:00,2025-04-06T15:00:00,2025-04-06T15:00:00,2025-04-06T15:00:00,400.24,405.702,293,297,90,95,112,0,38,4184,170.904,4,4,8,45,120.965,3:21:14,.597,0,0,MRN,FS1,442,True,0
5550,1,2025,Food City 500,1,False,14,Bristol Motor Speedway,2025-04-13T15:00:00,2025-04-13T15:00:00,1900-01-01T00:00:00,2025-04-13T15:00:00,266.5,266.5,500,500,125,125,250,0,40,0,0.0,0,0,0,0,0.0,,,0,0,PRN,FS1,588,False,0
5555,1,2025,Jack Link's 500,1,True,82,Talladega Superspeedway,2025-04-27T15:00:00,2025-04-27T15:00:00,1900-01-01T00:00:00,2025-04-27T15:00:00,500.08,500.08,188,188,60,60,68,0,40,0,0.0,0,0,0,0,0.0,,,0,0,MRN,FOX,957,False,0
5554,1,2025,Würth 400 presented by LIQUI MOLY,1,False,43,Texas Motor Speedway,2025-05-04T15:30:00,2025-05-04T15:30:00,1900-01-01T00:00:00,2025-05-04T15:30:00,400.5,400.5,267,267,80,85,102,0,40,0,0.0,0,0,0,0,0.0,,,0,0,PRN,FS1,2100,False,0
5510,2,2025,United Rentals 300,1,True,105,Daytona International Speedway,2025-02-15T17:00:00,2025-02-15T17:00:00,2025-02-15T17:00:00,2025-02-15T17:00:00,300.0,315.0,120,126,30,30,66,0,38,34,0.0,24,11,8,39,123.301,2:33:17,Under Caution,0,0,MRN,CW,2131,True,0
